state,year,graduation,enrollment,american_indian_total,american_indian_male,american_indian_female,asian_total,asian_male,asian_female,hispanic_total,hispanic_male,hispanic_female,black_total,black_male,black_female,white_total,white_male,white_female
Wisconsin,2004,63272,69389,904,460,444,2277,1116,1161,2337,1245,1092,4239,2153,2086,59632,30539,29093
Wisconsin,2005, ã ,69510,973,487,487,2275,1135,1140,2784,1442,1342,4779,2414,2365,58699,30294,28405
Wisconsin,2006,63003,69665,984,528,456,2420,1244,1176,2992,1479,1513,4892,2435,2457,58377,30047,28330
Wisconsin,2007,63968,70699,983,514,469,2466,1227,1239,3190,1678,1512,5279,2690,2589,58781,30182,28599
Wisconsin,2008,65183,72380,1018,543,475,2701,1371,1330,3464,1729,1735,5679,2866,2813,59518,30382,29136
Wisconsin,2009,65410,71799,1085,559,526,2786,1407,1379,3622,1874,1748,5912,3052,2860,58380,30221,28159
Wyoming,1993,5818,6613,132,,,55,,,421,,,45,,,5960,,
Wyoming,1994,5953,6548,137,,,62,,,390,,,48,,,5911,,
Wyoming,1995,5997,6642,141,,,65,,,357,,,47,,,6032,,
Wyoming,1996,5889,6679,118,,,47,,,326,,,41,,,6147,,
Wyoming,1997,5892,7129,143,,,49,,,344,,,50,,,6543,,
Wyoming,1998,6381,7077,124,,,51,,,402,,,54,,,6430,,
Wyoming,1999,6427,7057,137,76,61,49,22,27,375,205,170,50,24,26,6431,3222,3209
Wyoming,2000,6348,7049,100,53,47,48,22,26,406,203,203,33,17,16,6462,3291,3171
Wyoming,2001,6462,6881,116,54,62,66,33,33,331,171,160,51,30,21,6317,3228,3089
Wyoming,2002,6071,6855,127,80,47,68,34,34,376,195,181,60,36,24,6224,3193,3031
Wyoming,2003,6106,6631,115,65,50,69,34,35,348,179,169,70,37,33,6029,2993,3036
Wyoming,2004,5845,6500,128,65,63,59,25,34,350,178,172,41,17,24,5922,3054,2868
Wyoming,2005,5833,6323,101,60,41,73,39,34,386,205,181,58,28,30,5705,2856,2849
Wyoming,2006,5527,6079,136,70,66,69,33,36,400,215,185,71,32,39,5403,2772,2631
Wyoming,2007,5441,6167,138,67,71,70,33,37,400,220,180,73,41,32,5486,2860,2626
Wyoming,2008,5494,6246,145,69,76,71,40,31,464,232,232,75,39,36,5491,2847,2644
Wyoming,2009,5493,6111,156,89,67,85,47,38,464,236,228,71,38,33,5335,2723,2612
